step,timestamp,candle_index,direction,reason,event
RANGE_to_SWEEP,2024-11-04T12:00:00,10798,,Sweep @ 2745.35000 idx=10798,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-04T16:15:00,10815,,Sweep @ 2746.20000 idx=10815,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-04T18:15:00,10823,,Sweep @ 2734.86000 idx=10823,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-05T02:15:00,10851,,Sweep @ 2734.10000 idx=10851,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-05T07:30:00,10872,,Sweep @ 2737.24000 idx=10872,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-05T09:30:00,10880,,Displacement | body_ratio=0.940 wick=4.66000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-05T11:45:00,10889,,Sweep @ 2742.23000 idx=10889,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-05T15:45:00,10905,,Sweep @ 2746.78000 idx=10905,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-05T17:00:00,10910,,Displacement | body_ratio=0.878 wick=9.98000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-11-05T17:15:00,10911,,Bearish expansion | close=2734.18000 disp_close=2737.95000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-11T12:00:00,11258,,Sweep @ 2666.63000 idx=11258,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-11T14:30:00,11268,,Sweep @ 2657.85000 idx=11268,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-11T18:00:00,11282,,Sweep @ 2612.69000 idx=11282,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-11T20:30:00,11292,,Displacement | body_ratio=0.938 wick=7.23000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-11-11T21:00:00,11294,,Bullish expansion | close=2619.23000 disp_close=2618.15000,STATE_TRANSITION
EXPANSION_to_RETEST,2024-11-12T15:15:00,11363,,Retest | depth_abs=0.95000 ceiling=7.35000,STATE_TRANSITION
RETEST_to_EXECUTION,2024-11-12T15:30:00,11364,,Risk approved → entering execution,STATE_TRANSITION
TRADE_OPENED,2024-11-12T15:30:00,11364,LONG,,TRADE_OPENED
EXECUTION_to_RESOLUTION,2024-11-12T15:45:00,11365,,Trade closed: STOPPED,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-12T16:30:00,11368,,Sweep @ 2617.11000 idx=11368,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-12T19:45:00,11381,,Sweep @ 2593.78000 idx=11381,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-13T05:00:00,11414,,Sweep @ 2613.32000 idx=11414,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-13T10:15:00,11435,,Sweep @ 2601.08000 idx=11435,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-13T10:30:00,11436,,Displacement | body_ratio=0.673 wick=6.09000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-13T14:00:00,11450,,Sweep @ 2612.73000 idx=11450,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-14T01:00:00,11490,,Sweep @ 2571.64000 idx=11490,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-14T01:15:00,11491,,Displacement | body_ratio=0.906 wick=5.98000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-14T09:15:00,11523,,Sweep @ 2550.62000 idx=11523,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-14T15:30:00,11548,,Sweep @ 2560.35000 idx=11548,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-14T22:00:00,11574,,Sweep @ 2563.96000 idx=11574,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-14T22:15:00,11575,,Displacement | body_ratio=0.908 wick=6.93000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-15T03:30:00,11592,,Sweep @ 2563.88000 idx=11592,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-15T04:00:00,11594,,Displacement | body_ratio=0.835 wick=3.82000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-11-15T04:45:00,11597,,Bullish expansion | close=2570.22000 disp_close=2568.26000,STATE_TRANSITION
EXPANSION_to_RETEST,2024-11-15T07:30:00,11608,,Retest | depth_abs=1.52000 ceiling=1.94400,STATE_TRANSITION
RETEST_to_EXECUTION,2024-11-15T07:45:00,11609,,Risk approved → entering execution,STATE_TRANSITION
TRADE_OPENED,2024-11-15T07:45:00,11609,LONG,,TRADE_OPENED
EXECUTION_to_RESOLUTION,2024-11-15T08:00:00,11610,,Trade closed: STOPPED,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-15T12:15:00,11627,,Sweep @ 2569.71000 idx=11627,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-15T15:15:00,11639,,Sweep @ 2575.20000 idx=11639,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-15T19:00:00,11654,,Sweep @ 2560.19000 idx=11654,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-18T07:30:00,11700,,Sweep @ 2585.10000 idx=11700,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-18T15:00:00,11730,,Sweep @ 2598.95000 idx=11730,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-19T01:15:00,11767,,Sweep @ 2612.78000 idx=11767,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-19T08:45:00,11797,,Sweep @ 2626.70000 idx=11797,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-19T09:00:00,11798,,Displacement | body_ratio=0.895 wick=6.98000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-19T10:45:00,11805,,Sweep @ 2627.03000 idx=11805,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-19T12:00:00,11810,,Sweep @ 2634.87000 idx=11810,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-19T15:15:00,11823,,Displacement | body_ratio=0.871 wick=8.69000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-19T16:30:00,11828,,Sweep @ 2626.27000 idx=11828,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-19T23:00:00,11854,,Sweep @ 2633.96000 idx=11854,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-20T09:00:00,11890,,Sweep @ 2627.49000 idx=11890,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-20T17:15:00,11923,,Sweep @ 2648.86000 idx=11923,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-21T05:00:00,11966,,Sweep @ 2653.77000 idx=11966,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-21T15:00:00,12006,,Sweep @ 2660.45000 idx=12006,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-21T20:00:00,12026,,Sweep @ 2672.10000 idx=12026,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-22T02:30:00,12048,,Sweep @ 2673.62000 idx=12048,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-22T09:00:00,12074,,Sweep @ 2693.34000 idx=12074,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-22T13:45:00,12093,,Sweep @ 2703.53000 idx=12093,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-22T16:45:00,12105,,Sweep @ 2688.61000 idx=12105,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-22T19:00:00,12114,,Sweep @ 2706.90000 idx=12114,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-25T01:00:00,12134,,Sweep @ 2691.70000 idx=12134,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-25T21:30:00,12216,,Sweep @ 2622.93000 idx=12216,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-26T02:15:00,12231,,Sweep @ 2609.17000 idx=12231,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-26T11:00:00,12266,,Sweep @ 2612.97000 idx=12266,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-26T14:00:00,12278,,Sweep @ 2633.56000 idx=12278,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-26T15:15:00,12283,,Displacement | body_ratio=0.901 wick=9.69000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-26T15:45:00,12285,,Sweep @ 2624.03000 idx=12285,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-26T22:45:00,12313,,Sweep @ 2632.83000 idx=12313,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-27T06:30:00,12340,,Sweep @ 2640.60000 idx=12340,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-27T10:15:00,12355,,Sweep @ 2649.39000 idx=12355,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-27T14:15:00,12371,,Sweep @ 2654.54000 idx=12371,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-27T17:00:00,12382,,Displacement | body_ratio=0.967 wick=12.27000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-27T19:00:00,12390,,Sweep @ 2635.28000 idx=12390,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-28T07:45:00,12437,,Sweep @ 2634.03000 idx=12437,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-28T11:00:00,12450,,Sweep @ 2646.49000 idx=12450,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-28T15:00:00,12466,,Sweep @ 2642.79000 idx=12466,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-29T03:00:00,12500,,Sweep @ 2634.05000 idx=12500,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-11-29T03:15:00,12501,,Displacement | body_ratio=0.841 wick=4.33000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-11-29T03:30:00,12502,,Bullish expansion | close=2646.48000 disp_close=2645.00000,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-29T05:00:00,12508,,Sweep @ 2658.71000 idx=12508,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-29T06:30:00,12514,,Sweep @ 2664.19000 idx=12514,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-29T10:45:00,12531,,Sweep @ 2654.63000 idx=12531,STATE_TRANSITION
RANGE_to_SWEEP,2024-11-29T16:15:00,12553,,Sweep @ 2655.67000 idx=12553,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-02T02:15:00,12580,,Sweep @ 2643.12000 idx=12580,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-02T07:15:00,12600,,Sweep @ 2621.94000 idx=12600,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-02T13:45:00,12626,,Sweep @ 2646.29000 idx=12626,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-02T20:45:00,12654,,Sweep @ 2635.82000 idx=12654,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-03T03:00:00,12675,,Sweep @ 2644.71000 idx=12675,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-03T03:15:00,12676,,Displacement | body_ratio=0.821 wick=7.39000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-03T03:45:00,12678,,Bearish expansion | close=2636.58000 disp_close=2638.02000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-03T09:30:00,12701,,Sweep @ 2646.71000 idx=12701,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-03T10:00:00,12703,,Displacement | body_ratio=0.802 wick=4.99000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-03T15:00:00,12723,,Sweep @ 2637.78000 idx=12723,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-03T15:45:00,12726,,Displacement | body_ratio=0.866 wick=7.25000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-03T17:15:00,12732,,Sweep @ 2635.19000 idx=12732,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-04T02:45:00,12766,,Sweep @ 2639.60000 idx=12766,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-04T04:15:00,12772,,Sweep @ 2645.51000 idx=12772,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-04T08:45:00,12790,,Sweep @ 2651.40000 idx=12790,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-04T09:30:00,12793,,Displacement | body_ratio=0.849 wick=4.44000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-04T10:00:00,12795,,Bearish expansion | close=2639.80000 disp_close=2641.14000,STATE_TRANSITION
EXPANSION_to_RETEST,2024-12-04T18:30:00,12829,,Retest | depth_abs=0.65000 ceiling=1.54029,STATE_TRANSITION
RETEST_to_EXECUTION,2024-12-04T18:45:00,12830,,Risk approved → entering execution,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-05T03:45:00,12862,,Sweep @ 2646.20000 idx=12862,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-05T05:00:00,12867,,Sweep @ 2644.76000 idx=12867,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-05T07:30:00,12877,,Displacement | body_ratio=0.666 wick=5.92000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-05T09:00:00,12883,,Sweep @ 2645.53000 idx=12883,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-05T13:30:00,12901,,Sweep @ 2651.07000 idx=12901,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-05T15:15:00,12908,,Displacement | body_ratio=0.797 wick=6.32000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-06T02:00:00,12947,,Sweep @ 2633.84000 idx=12947,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-06T02:45:00,12950,,Displacement | body_ratio=0.843 wick=4.15000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-06T07:30:00,12969,,Sweep @ 2642.72000 idx=12969,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-06T10:45:00,12982,,Sweep @ 2645.16000 idx=12982,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-06T15:30:00,13001,,Sweep @ 2631.41000 idx=13001,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-06T21:45:00,13026,,Sweep @ 2633.02000 idx=13026,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-09T01:15:00,13036,,Sweep @ 2644.78000 idx=13036,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-09T02:15:00,13040,,Displacement | body_ratio=0.955 wick=5.72000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-09T03:30:00,13045,,Sweep @ 2649.47000 idx=13045,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-09T06:45:00,13058,,Sweep @ 2634.78000 idx=13058,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-10T20:15:00,13204,,Sweep @ 2695.19000 idx=13204,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-11T01:00:00,13219,,Sweep @ 2695.33000 idx=13219,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-11T08:15:00,13248,,Sweep @ 2691.24000 idx=13248,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-12T01:45:00,13314,,Sweep @ 2720.41000 idx=13314,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-12T03:00:00,13319,,Displacement | body_ratio=0.731 wick=8.41000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-12T12:00:00,13355,,Sweep @ 2709.87000 idx=13355,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-12T15:15:00,13368,,Sweep @ 2701.34000 idx=13368,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-12T17:45:00,13378,,Sweep @ 2675.16000 idx=13378,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-13T08:30:00,13433,,Sweep @ 2683.37000 idx=13433,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-13T16:00:00,13463,,Sweep @ 2660.24000 idx=13463,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-13T17:30:00,13469,,Displacement | body_ratio=0.823 wick=7.02000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-13T20:00:00,13479,,Sweep @ 2654.39000 idx=13479,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-13T23:15:00,13492,,Sweep @ 2648.44000 idx=13492,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-16T01:00:00,13495,,Sweep @ 2648.63000 idx=13495,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-16T05:30:00,13513,,Sweep @ 2655.62000 idx=13513,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-16T09:30:00,13529,,Sweep @ 2655.68000 idx=13529,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-16T14:15:00,13548,,Sweep @ 2663.98000 idx=13548,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-16T16:15:00,13556,,Sweep @ 2656.85000 idx=13556,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T02:15:00,13592,,Sweep @ 2651.10000 idx=13592,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-17T02:45:00,13594,,Displacement | body_ratio=0.862 wick=3.91000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-17T03:00:00,13595,,Bullish expansion | close=2657.25000 disp_close=2655.20000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T06:45:00,13610,,Sweep @ 2650.92000 idx=13610,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T08:45:00,13618,,Sweep @ 2646.38000 idx=13618,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-17T09:00:00,13619,,Displacement | body_ratio=0.778 wick=4.37000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-17T09:15:00,13620,,Bullish expansion | close=2655.76000 disp_close=2652.33000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T10:30:00,13625,,Sweep @ 2645.81000 idx=13625,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T13:00:00,13635,,Sweep @ 2636.20000 idx=13635,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-17T16:15:00,13648,,Displacement | body_ratio=0.966 wick=6.43000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T19:45:00,13662,,Sweep @ 2647.02000 idx=13662,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-17T20:45:00,13666,,Sweep @ 2649.06000 idx=13666,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-18T02:00:00,13683,,Sweep @ 2648.81000 idx=13683,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-18T05:45:00,13698,,Sweep @ 2645.34000 idx=13698,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-18T10:00:00,13715,,Sweep @ 2642.06000 idx=13715,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-18T10:30:00,13717,,Displacement | body_ratio=0.858 wick=4.01000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-18T11:15:00,13720,,Bullish expansion | close=2648.70000 disp_close=2647.84000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-23T02:30:00,13961,,Sweep @ 2617.38000 idx=13961,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-23T04:00:00,13967,,Displacement | body_ratio=0.820 wick=5.78000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-23T04:45:00,13970,,Sweep @ 2627.46000 idx=13970,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-23T08:45:00,13986,,Sweep @ 2632.97000 idx=13986,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-23T18:30:00,14025,,Sweep @ 2611.60000 idx=14025,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-24T02:45:00,14054,,Sweep @ 2617.44000 idx=14054,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-24T07:15:00,14072,,Sweep @ 2621.41000 idx=14072,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-24T12:15:00,14092,,Sweep @ 2616.19000 idx=14092,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-24T15:30:00,14105,,Sweep @ 2611.35000 idx=14105,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-24T18:45:00,14118,,Sweep @ 2617.87000 idx=14118,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-26T06:30:00,14148,,Sweep @ 2629.24000 idx=14148,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-26T09:15:00,14159,,Displacement | body_ratio=0.722 wick=3.53000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-26T13:00:00,14174,,Sweep @ 2629.95000 idx=14174,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-26T14:15:00,14179,,Sweep @ 2624.59000 idx=14179,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-26T15:00:00,14182,,Displacement | body_ratio=0.793 wick=4.49000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-26T16:00:00,14186,,Sweep @ 2622.56000 idx=14186,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-26T16:45:00,14189,,Displacement | body_ratio=0.954 wick=3.95000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-26T22:00:00,14210,,Sweep @ 2636.02000 idx=14210,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-27T04:30:00,14232,,Sweep @ 2628.92000 idx=14232,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-27T04:45:00,14233,,Displacement | body_ratio=0.800 wick=4.15000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-27T05:30:00,14236,,Bullish expansion | close=2634.19000 disp_close=2632.93000,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-30T02:45:00,14317,,Sweep @ 2623.90000 idx=14317,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-30T05:45:00,14329,,Sweep @ 2627.35000 idx=14329,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2024-12-30T06:00:00,14330,,Displacement | body_ratio=0.932 wick=3.22000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2024-12-30T06:30:00,14332,,Bearish expansion | close=2622.76000 disp_close=2623.52000,STATE_TRANSITION
EXPANSION_to_RETEST,2024-12-31T17:45:00,14469,,Retest | depth_abs=0.99000 ceiling=1.62000,STATE_TRANSITION
RETEST_to_EXECUTION,2024-12-31T18:00:00,14470,,Risk approved → entering execution,STATE_TRANSITION
TRADE_OPENED,2024-12-31T18:00:00,14470,SHORT,,TRADE_OPENED
EXECUTION_to_RESOLUTION,2024-12-31T18:15:00,14471,,Trade closed: TP1,STATE_TRANSITION
RANGE_to_SWEEP,2024-12-31T19:15:00,14475,,Sweep @ 2627.50000 idx=14475,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-02T02:00:00,14498,,Sweep @ 2626.10000 idx=14498,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-02T10:00:00,14530,,Sweep @ 2637.07000 idx=14530,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-02T14:45:00,14549,,Sweep @ 2646.43000 idx=14549,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2025-01-02T15:00:00,14550,,Displacement | body_ratio=0.946 wick=5.02000,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-02T15:45:00,14553,,Sweep @ 2647.26000 idx=14553,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-02T19:30:00,14568,,Sweep @ 2656.44000 idx=14568,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-03T02:15:00,14591,,Sweep @ 2661.08000 idx=14591,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-03T03:00:00,14594,,Sweep @ 2662.58000 idx=14594,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-03T07:45:00,14613,,Sweep @ 2655.93000 idx=14613,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-03T22:00:00,14670,,Sweep @ 2638.54000 idx=14670,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-03T23:30:00,14676,,Sweep @ 2636.70000 idx=14676,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-06T06:15:00,14699,,Sweep @ 2635.24000 idx=14699,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-06T08:30:00,14708,,Sweep @ 2630.28000 idx=14708,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-06T15:30:00,14736,,Sweep @ 2642.55000 idx=14736,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-06T16:15:00,14739,,Sweep @ 2614.79000 idx=14739,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-07T02:15:00,14775,,Sweep @ 2632.91000 idx=14775,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2025-01-07T02:45:00,14777,,Displacement | body_ratio=0.856 wick=2.01000,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-07T03:15:00,14779,,Sweep @ 2639.12000 idx=14779,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-07T13:00:00,14818,,Sweep @ 2647.02000 idx=14818,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-07T17:00:00,14834,,Sweep @ 2642.24000 idx=14834,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-08T02:45:00,14869,,Sweep @ 2651.58000 idx=14869,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-08T06:45:00,14885,,Sweep @ 2645.30000 idx=14885,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-08T11:00:00,14902,,Sweep @ 2655.02000 idx=14902,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-08T14:15:00,14915,,Sweep @ 2645.87000 idx=14915,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2025-01-08T14:30:00,14916,,Displacement | body_ratio=0.732 wick=3.66000,STATE_TRANSITION
DISPLACEMENT_to_EXPANSION,2025-01-08T14:45:00,14917,,Bullish expansion | close=2652.04000 disp_close=2650.39000,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-08T15:15:00,14919,,Sweep @ 2659.36000 idx=14919,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-08T18:30:00,14932,,Sweep @ 2668.27000 idx=14932,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2025-01-08T19:15:00,14935,,Displacement | body_ratio=0.934 wick=6.71000,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-09T03:30:00,14964,,Sweep @ 2657.32000 idx=14964,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-09T10:00:00,14990,,Sweep @ 2662.82000 idx=14990,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-09T15:00:00,15010,,Sweep @ 2675.27000 idx=15010,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2025-01-09T15:45:00,15013,,Displacement | body_ratio=0.790 wick=5.62000,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-09T20:00:00,15030,,Sweep @ 2665.06000 idx=15030,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-10T04:00:00,15058,,Sweep @ 2672.12000 idx=15058,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-10T09:30:00,15080,,Sweep @ 2678.66000 idx=15080,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-10T12:15:00,15091,,Sweep @ 2682.66000 idx=15091,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-10T16:00:00,15106,,Sweep @ 2686.38000 idx=15106,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-13T02:00:00,15142,,Sweep @ 2693.44000 idx=15142,STATE_TRANSITION
SWEEP_to_DISPLACEMENT,2025-01-13T03:00:00,15146,,Displacement | body_ratio=0.967 wick=8.40000,STATE_TRANSITION
RANGE_to_SWEEP,2025-01-13T11:15:00,15179,,Sweep @ 2683.32000 idx=15179,STATE_TRANSITION
