path,loc_approx,class_count,function_count,async_function_count,import_count,internal_import_count,entry_point_markers,config_reads,file_io_hits,subprocess_usage,network_usage,top_level_execution,test_reference_count,parse_status,syntax_error
src/cognitive/__init__.py,2,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/cognitive/cognitive_bus.py,315,2,9,0,15,2,[],1,2,0,0,False,1,OK,
src/config_layer/__init__.py,1,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/config_layer/config_builder.py,172,1,5,0,5,2,"[""__main__""]",7,0,0,0,False,5,OK,
src/config_layer/config_validator.py,482,1,13,0,14,5,"[""__main__""]",2,2,0,0,True,6,OK,
src/config_layer/crt_engine_v2.py,2365,20,80,0,24,7,[],2,1,0,0,True,44,OK,
src/config_layer/crt_gaussian_scorer.py,166,1,6,0,8,3,[],0,0,0,0,True,0,OK,
src/config_layer/crt_sweep_taxonomy.py,105,0,3,0,2,0,[],0,0,0,0,False,1,OK,
src/config_layer/execution_planner.py,406,1,7,0,9,1,"[""__main__""]",2,0,0,0,False,6,OK,
src/config_layer/goal_schema.py,129,1,5,0,7,1,[],6,0,0,0,True,2,OK,
src/config_layer/goal_validator.py,112,2,5,0,7,1,[],0,0,0,0,True,1,OK,
src/config_layer/insight_reporter.py,356,1,14,0,6,1,"[""__main__""]",0,1,0,0,False,0,OK,
src/config_layer/llm_inference_client.py,270,0,7,0,11,3,[],6,1,0,5,True,3,OK,
src/config_layer/llm_narrative.py,233,0,3,0,7,1,[],0,0,0,3,False,0,OK,
src/config_layer/llm_scorer.py,255,1,7,0,9,1,[],0,0,0,5,False,0,OK,
src/config_layer/market_router.py,48,0,2,0,4,1,[],3,0,0,0,False,3,OK,
src/config_layer/production_config.py,396,0,16,0,11,2,"[""__main__""]",10,4,0,0,False,11,OK,
src/config_layer/rr/__init__.py,1,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/config_layer/rr/rr_dataset_builder.py,290,0,9,0,9,3,[],0,2,0,0,False,1,OK,
src/config_layer/rr/rr_fusion.py,179,1,13,0,11,5,[],0,0,0,0,True,6,OK,
src/config_layer/rr/rr_pattern_miner.py,399,2,14,0,12,2,[],0,2,0,0,True,1,OK,
src/config_layer/state_contract.py,123,2,6,0,4,0,[],0,0,0,0,False,1,OK,
src/config_layer/state_contract_loader.py,237,1,13,0,9,3,[],0,0,0,0,False,3,OK,
src/config_layer/state_topology.py,101,1,5,0,4,1,[],0,0,0,0,False,1,OK,
src/control_plane/__init__.py,5,0,0,0,3,3,[],0,0,0,0,False,17,OK,
src/control_plane/code_context_extractor.py,144,0,4,0,6,0,[],0,0,0,0,False,0,OK,
src/control_plane/context_report.py,291,1,4,0,7,0,[],3,0,0,0,False,1,OK,
src/control_plane/cp_types.py,51,3,0,0,3,0,[],0,0,0,0,False,2,OK,
src/control_plane/dashboard_api.py,910,1,31,0,8,1,[],5,8,0,0,False,0,OK,
src/control_plane/dot_graph_context.py,254,0,16,0,7,0,[],0,0,0,0,False,2,OK,
src/control_plane/jobs.py,432,1,19,0,14,3,[],1,4,1,0,False,4,OK,
src/control_plane/monitors.py,268,1,13,0,9,0,[],6,2,0,0,False,0,OK,
src/control_plane/registry.py,1097,0,12,0,8,1,[],0,0,0,0,False,42,OK,
src/control_plane/report_api.py,255,1,4,0,10,0,[],4,0,0,4,False,0,OK,
src/control_plane/server.py,2080,3,36,0,24,10,"[""__main__""]",1,1,0,1,True,7,OK,
src/core/__init__.py,1,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/core/acceptance_controller.py,144,1,9,0,5,1,[],13,0,0,0,False,3,OK,
src/core/backtest_port.py,59,2,5,0,3,1,"[""function:run""]",0,0,0,0,False,0,OK,
src/core/collector.py,175,1,9,0,8,1,[],1,0,0,0,True,8,OK,
src/core/convergence_controller.py,237,1,10,0,6,1,[],1,0,0,0,False,4,OK,
src/core/decision_engine.py,170,2,8,0,5,1,[],2,0,0,0,False,3,OK,
src/core/dynamic_threshold.py,55,1,4,0,2,0,[],0,0,0,0,False,2,OK,
src/core/engine_runner.py,873,1,17,0,29,17,"[""function:run""]",8,1,0,0,True,27,OK,
src/core/feature_store.py,158,3,10,0,8,3,[],0,0,0,0,False,1,OK,
src/core/fusion_engine.py,581,6,18,0,6,1,[],0,0,0,0,True,9,OK,
src/core/gate_intelligence.py,250,1,7,0,3,0,[],0,0,0,0,False,1,OK,
src/core/governance_mode.py,49,0,3,0,3,1,[],2,0,0,0,False,0,OK,
src/core/hierarchical_meta_fusion.py,273,3,6,0,6,0,[],0,0,0,0,False,0,OK,
src/core/model_registry.py,1190,8,91,0,16,3,[],11,2,0,0,False,3,OK,
src/core/regime_governor.py,282,1,8,0,6,1,[],2,0,0,0,False,4,OK,
src/core/signal_audit.py,178,1,10,0,5,0,[],1,1,0,0,False,3,OK,
src/core/signal_belief_tracker.py,139,4,6,0,2,0,[],3,0,0,0,False,1,OK,
src/core/types.py,89,7,2,0,3,0,[],0,0,0,0,False,17,OK,
src/core/ultron_risk_gate.py,329,1,6,0,8,0,"[""__main__""]",12,0,0,0,False,4,OK,
src/core/ultron_risk_gate_wrapper.py,95,1,2,0,5,0,[],1,0,0,0,False,1,OK,
src/data_ingestion/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/data_ingestion/dataset_integrity.py,725,2,25,0,17,2,"[""__main__""]",8,4,0,0,True,4,OK,
src/data_ingestion/historical_fetcher.py,491,3,24,0,15,1,"[""__main__""]",2,1,0,0,True,0,OK,
src/data_ingestion/ohlcv_schema.py,149,1,6,0,5,0,[],0,0,0,0,False,5,OK,
src/data_ingestion/session_autoderive.py,50,0,3,0,4,0,[],0,0,0,0,False,2,OK,
src/data_ingestion/xauusd_phase1_candidate.py,229,2,9,0,8,0,[],0,2,0,0,False,2,OK,
src/engines/__init__.py,1,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/engines/crt_engine.py,58,0,2,0,5,1,[],0,0,0,0,True,5,OK,
src/engines/gaussian_engine.py,27,0,0,0,1,1,[],0,0,0,0,False,2,OK,
src/engines/heuristic_gaussian_engine.py,265,2,14,0,10,1,[],5,1,0,0,False,1,OK,
src/engines/live_engine.py,824,5,27,0,18,3,"[""__main__""]",9,1,0,1,True,2,OK,
src/engines/llm_engine.py,29,0,1,0,4,1,[],0,0,0,0,True,0,OK,
src/engines/ml_gaussian_engine.py,157,1,3,0,10,3,[],4,0,0,0,False,1,OK,
src/engines/rr_engine.py,66,1,2,0,1,0,[],1,0,0,0,False,0,OK,
src/engines/scoring_engine.py,191,1,8,0,8,4,[],4,0,0,0,False,3,OK,
src/engines/tradenet_meta_engine.py,241,1,5,0,10,2,[],0,0,0,0,True,1,OK,
src/engines/trap_validator_engine.py,56,1,2,0,2,0,[],2,0,0,0,False,1,OK,
src/engines/zone_gate_engine.py,209,0,8,0,8,1,[],0,1,0,0,False,4,OK,
src/events/__init__.py,12,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/events/event_fabric.py,150,2,7,0,7,1,[],0,0,0,0,False,2,OK,
src/execution/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/execution/alert_manager.py,50,1,2,0,3,0,[],0,0,0,0,False,1,OK,
src/execution/execution_intent_v1_0.py,90,3,8,0,4,0,[],0,0,0,0,False,1,OK,
src/execution/loop.py,140,2,9,0,3,0,"[""function:run""]",0,0,0,0,False,5,OK,
src/execution/override_handler.py,59,1,2,0,3,0,[],0,0,0,0,False,1,OK,
src/expansion/__init__.py,12,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/expansion/config_mutator.py,50,1,2,0,2,1,[],2,0,0,0,False,1,OK,
src/expansion/evaluator.py,55,1,3,0,1,1,[],0,0,0,0,False,3,OK,
src/expansion/expansion_engine.py,232,1,7,0,10,4,"[""function:run""]",3,3,0,0,False,1,OK,
src/expansion/llm_pattern_extractor.py,145,0,5,0,6,2,[],0,1,0,0,False,0,OK,
src/expansion/policy_schema.py,74,6,0,0,2,0,[],0,0,0,0,False,2,OK,
src/features/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/features/candle_math.py,54,0,7,0,0,0,[],0,0,0,0,False,9,OK,
src/features/causal_structure.py,157,0,3,0,5,2,[],0,0,0,0,False,1,OK,
src/features/crt_feature_builder.py,114,0,2,0,6,3,[],1,0,0,0,True,0,OK,
src/features/dataset_builder.py,143,0,7,0,5,1,[],0,1,0,0,False,0,OK,
src/features/dataset_validator.py,188,1,4,0,10,3,[],0,1,0,0,True,2,OK,
src/features/derived_math.py,125,0,10,0,2,0,[],0,0,0,0,False,9,OK,
src/features/feature_builder.py,53,1,3,0,2,1,[],2,0,0,0,False,1,OK,
src/features/feature_identity.py,191,4,12,0,6,0,[],0,0,0,0,False,2,OK,
src/features/feature_monitor.py,253,1,10,0,7,0,"[""__main__""]",0,0,0,0,False,2,OK,
src/features/feature_pipeline.py,648,1,26,0,11,3,"[""function:run""]",0,0,0,0,False,10,OK,
src/features/feature_schema.py,278,3,17,0,4,1,[],0,1,0,0,True,24,OK,
src/features/fm_resolve.py,217,2,8,0,6,2,[],0,0,0,0,False,2,OK,
src/features/formula_registry.py,32,0,0,0,2,1,[],0,0,0,0,False,3,OK,
src/features/registry/__init__.py,106,0,3,0,6,4,[],0,0,0,0,False,17,OK,
src/features/registry/_loader.py,10,0,1,0,3,0,[],0,0,0,0,False,1,OK,
src/features/registry/composition_registry.py,32,0,2,0,5,2,[],0,0,0,0,False,3,OK,
src/features/registry/derived_registry.py,37,0,1,0,5,2,[],0,0,0,0,False,3,OK,
src/features/registry/primitive_registry.py,20,0,0,0,3,1,[],0,0,0,0,False,1,OK,
src/features/schema_validator.py,63,0,3,0,3,0,[],0,0,0,0,False,3,OK,
src/feedback/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/feedback/ai_feedback.py,94,1,3,0,3,0,[],0,0,0,0,False,1,OK,
src/governance/__init__.py,2,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/governance/bitnet_governance_executor.py,78,1,4,0,5,0,[],0,2,1,0,False,1,OK,
src/governance/config_integrity.py,88,0,4,0,5,0,"[""__main__""]",2,1,0,0,False,1,OK,
src/governance/expansion_integration.py,265,2,9,0,9,3,"[""function:run""]",0,1,0,0,True,1,OK,
src/governance/findings_export.py,97,0,6,0,4,0,[],0,0,0,0,False,2,OK,
src/governance/framework_registry.py,269,2,22,0,8,0,[],0,1,0,0,False,3,OK,
src/governance/hypothesis_registry.py,165,1,14,0,7,0,[],0,1,0,0,False,2,OK,
src/governance/multi_strategy_validator.py,207,1,5,0,8,0,[],0,0,0,0,True,1,OK,
src/governance/orchestrator.py,253,1,4,0,9,0,"[""__main__"", ""function:main"", ""function:run""]",0,1,0,0,True,3,OK,
src/governance/portfolio_validation.py,471,2,19,0,18,4,"[""__main__"", ""function:main""]",1,2,0,0,True,1,OK,
src/governance/promotion_manager.py,573,1,12,0,12,1,"[""__main__""]",2,9,0,0,True,4,OK,
src/governance/reflection_buffer_advanced.py,127,1,5,0,4,1,[],0,4,0,0,False,0,OK,
src/governance/shadow_promotion_gate.py,204,1,6,0,8,0,[],1,4,1,0,False,1,OK,
src/governance/strategy_backtest.py,272,2,8,0,11,2,"[""function:run""]",0,1,0,0,True,1,OK,
src/inout/alphavantage_candle_fetcher.py,267,2,10,0,15,1,[],2,1,0,2,True,0,OK,
src/inout/hummingbot_candle_fetcher.py,290,2,15,1,15,1,[],6,1,0,0,True,0,OK,
src/inout/mt5_candle_fetcher.py,263,2,10,0,9,0,[],1,1,0,0,True,0,OK,
src/inout/perp_funding_fetcher.py,275,2,19,0,14,1,[],2,1,0,2,True,1,OK,
src/interpreters/__init__.py,11,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/interpreters/adapter.py,54,1,2,0,4,0,[],0,0,0,0,False,13,OK,
src/interpreters/contract.py,142,6,12,0,7,1,[],0,0,0,0,False,43,OK,
src/interpreters/point_and_figure.py,119,1,6,0,6,1,[],0,0,0,0,False,2,OK,
src/interpreters/reference.py,140,3,8,0,5,1,[],0,0,0,0,False,23,OK,
src/interpreters/regime_observer.py,194,3,10,0,7,0,[],0,0,0,0,False,3,OK,
src/journal/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/journal/schema.py,29,1,3,0,3,0,[],0,1,0,0,False,39,OK,
src/journal/trade_execution_link_v1_0.py,42,1,4,0,3,0,[],0,0,0,0,False,1,OK,
src/journal/trade_identity_v1_0.py,69,1,6,0,4,0,[],0,0,0,0,False,1,OK,
src/journal/trade_logger.py,97,1,4,0,7,3,[],0,3,0,0,True,1,OK,
src/journal/trade_provenance_v1_0.py,37,1,4,0,3,0,[],0,0,0,0,False,1,OK,
src/live/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/live/mt5_bridge.py,255,1,9,0,8,1,[],8,0,0,0,True,1,OK,
src/live/telegram_bridge.py,172,1,8,0,9,1,[],6,0,0,0,True,1,OK,
src/llm_research/__init__.py,12,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/llm_research/evaluator.py,130,1,6,0,4,1,[],0,1,0,0,False,3,OK,
src/llm_research/forward_tester.py,193,2,12,0,7,2,[],0,2,0,0,False,0,OK,
src/llm_research/pattern_extractor.py,175,1,9,0,7,1,[],0,3,0,0,False,0,OK,
src/llm_research/policy_builder.py,103,1,6,0,2,1,[],0,0,0,0,False,0,OK,
src/monitoring/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/monitoring/health_checker.py,152,2,9,0,15,1,"[""__main__"", ""function:main""]",0,0,0,0,True,1,OK,
src/multi_llm/__init__.py,4,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/multi_llm/context_pack.py,88,0,4,0,4,0,[],0,0,0,0,False,1,OK,
src/multi_llm/discussion.py,90,0,8,0,4,0,[],0,0,0,0,False,2,OK,
src/multi_llm/tokens.py,10,0,1,0,1,0,[],0,0,0,0,False,0,OK,
src/multi_llm/turn_ledger.py,185,2,12,0,9,0,[],0,0,0,0,False,2,OK,
src/portfolio/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/portfolio/allocator.py,97,1,6,0,4,3,[],0,0,0,0,False,2,OK,
src/portfolio/capital_policy.py,86,1,3,0,1,0,[],0,0,0,0,False,1,OK,
src/portfolio/correlation_engine.py,223,2,8,0,9,3,[],3,0,0,0,False,3,OK,
src/portfolio/exposure_tracker.py,56,1,8,0,2,0,[],0,0,0,0,False,1,OK,
src/regime/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/regime/config_router.py,167,1,10,0,5,1,[],0,3,0,0,False,2,OK,
src/regime/market_state_cluster_engine.py,289,2,9,0,5,0,[],0,0,0,0,False,1,OK,
src/regime/regime_classifier.py,85,1,5,0,2,0,[],0,0,0,0,False,2,OK,
src/replay/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/replay/replay_drift_governor.py,233,2,4,0,10,0,[],0,1,0,0,False,0,OK,
src/replay/replay_memory_engine.py,465,4,25,0,12,2,[],0,1,0,0,True,2,OK,
src/replay/replay_similarity_index.py,236,1,12,0,6,0,[],0,0,0,0,True,1,OK,
src/replay/timing_advisor.py,106,1,8,0,5,0,[],0,1,0,0,False,1,OK,
src/replay/timing_reconstructor.py,205,0,5,0,7,0,[],0,3,0,0,True,1,OK,
src/research/__init__.py,8,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/research/adapters/__init__.py,13,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/research/adapters/spine_signal_source.py,185,3,11,0,11,2,[],1,2,0,0,False,1,OK,
src/research/adapters/structural_event_source.py,101,1,4,0,8,2,[],0,1,0,0,False,0,OK,
src/research/candle_state/__init__.py,15,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/research/candle_state/encoder.py,173,2,10,0,4,0,[],0,0,0,0,False,6,OK,
src/research/candle_state/info_robustness.py,76,0,5,0,4,0,[],0,0,0,0,False,1,OK,
src/research/candle_state/m5_incremental.py,98,0,3,0,5,0,[],0,0,0,0,False,1,OK,
src/research/candle_state/mtf_conjunction.py,103,2,4,0,6,0,[],0,0,0,0,False,3,OK,
src/research/candle_state/reporting.py,66,0,4,0,2,0,[],0,0,0,0,False,1,OK,
src/research/candle_state/transition_target.py,85,0,6,0,4,0,[],0,0,0,0,False,1,OK,
src/research/cli.py,167,0,6,0,18,0,"[""__main__"", ""function:main""]",2,0,1,0,False,2,OK,
src/research/conditional_entropy_grid.py,188,3,14,0,8,0,[],0,0,0,0,False,1,OK,
src/research/config.py,106,1,3,0,5,0,[],0,1,0,0,False,66,OK,
src/research/contracts.py,95,5,1,0,5,1,[],0,0,0,0,True,16,OK,
src/research/controls/__init__.py,11,0,0,0,3,0,[],0,0,0,0,True,17,OK,
src/research/controls/always_long.py,33,1,2,0,4,0,[],0,0,0,0,False,3,OK,
src/research/controls/random_baseline.py,42,1,2,0,5,0,[],0,0,0,0,False,0,OK,
src/research/costs.py,31,1,2,0,2,0,[],0,0,0,0,False,12,OK,
src/research/cross_sectional.py,485,4,31,0,12,1,[],0,2,0,0,False,3,OK,
src/research/exit_grid.py,175,1,9,0,7,0,[],0,0,0,0,False,2,OK,
src/research/forensics.py,333,0,19,0,11,1,[],0,0,0,0,False,2,OK,
src/research/hypotheses/__init__.py,11,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/research/hypotheses/compression_box_straddle.py,70,1,2,0,6,0,[],0,0,0,0,False,2,OK,
src/research/hypotheses/compression_breakout.py,65,1,2,0,6,0,[],0,0,0,0,False,1,OK,
src/research/hypotheses/expansion_breakout.py,48,1,2,0,5,0,[],0,0,0,0,False,4,OK,
src/research/hypotheses/mean_reversion.py,48,1,2,0,5,0,[],0,0,0,0,False,3,OK,
src/research/hypotheses/spine_hypothesis.py,78,1,3,0,6,0,[],0,0,0,0,False,1,OK,
src/research/hypotheses/weekly_sweep_reversal.py,124,1,2,0,8,0,[],0,0,0,0,False,1,OK,
src/research/indicators.py,28,0,2,0,2,0,[],0,0,0,0,False,3,OK,
src/research/measurement/__init__.py,4,0,0,0,2,0,[],0,0,0,0,False,17,OK,
src/research/measurement/forward_walk.py,295,0,4,0,4,0,[],0,0,0,0,False,15,OK,
src/research/measurement/metrics.py,96,1,3,0,5,0,[],0,0,0,0,False,29,OK,
src/research/process_characterization.py,246,1,11,0,6,0,[],0,0,0,0,False,1,OK,
src/research/process_diagnostics.py,270,1,13,0,7,0,[],0,0,0,0,False,1,OK,
src/research/provenance.py,25,0,2,0,1,0,[],0,0,0,0,False,11,OK,
src/research/qualification.py,201,2,11,0,7,0,[],0,0,0,0,False,11,OK,
src/research/regime_conditioning.py,393,1,16,0,10,0,[],0,1,0,0,False,3,OK,
src/research/registry.py,40,0,3,0,3,0,[],0,0,0,0,False,42,OK,
src/research/resample.py,116,0,7,0,5,1,[],0,1,0,0,False,5,OK,
src/research/runner.py,125,2,8,0,15,1,"[""function:run""]",0,0,0,0,False,22,OK,
src/research/secondlow_v1/__init__.py,33,0,0,0,2,0,[],0,0,0,0,False,17,OK,
src/research/secondlow_v1/corpus.py,42,0,1,0,3,0,[],0,0,0,0,False,12,OK,
src/research/secondlow_v1/depth_metrics.py,67,1,3,0,5,0,[],0,0,0,0,False,0,OK,
src/research/secondlow_v1/detector.py,172,1,10,0,8,0,[],0,1,0,0,False,3,OK,
src/research/secondlow_v1/regime_metrics.py,63,1,3,0,6,0,[],0,0,0,0,False,0,OK,
src/research/selection_effect.py,73,0,7,0,4,0,[],0,0,0,0,False,1,OK,
src/research/structural_asymmetry.py,129,1,9,0,6,0,[],0,0,0,0,False,1,OK,
src/research/weekly_sweep/__init__.py,18,0,0,0,1,0,[],0,0,0,0,False,17,OK,
src/research/weekly_sweep/weekly_range.py,166,2,6,0,5,1,[],0,0,0,0,True,1,OK,
src/research/zone_label_audit.py,260,1,10,0,7,0,[],0,0,0,0,False,1,OK,
src/runtime/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/runtime/analyze_fusion_shadow.py,136,0,5,0,10,1,"[""__main__"", ""function:main""]",0,0,0,0,True,1,OK,
src/runtime/backtest_bitnet.py,373,0,6,0,14,3,"[""__main__""]",8,4,0,0,True,1,OK,
src/runtime/backtest_v2.py,2259,18,74,0,41,10,"[""__main__"", ""function:main"", ""function:run""]",18,10,0,0,True,16,OK,
src/runtime/baseline_capture.py,112,0,6,0,12,3,"[""__main__"", ""function:main""]",0,1,0,0,True,1,OK,
src/runtime/exit_model_band.py,102,0,4,0,8,1,[],4,1,0,0,False,1,OK,
src/runtime/live_engine_hook.py,748,2,18,0,22,11,[],1,0,0,0,True,4,OK,
src/runtime/unified_replay_harness.py,206,0,7,0,12,3,"[""__main__"", ""function:main""]",5,4,0,0,True,1,OK,
src/scanner/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/scanner/ranker.py,83,1,3,0,2,0,[],0,0,0,0,False,2,OK,
src/scanner/scanner.py,79,1,3,0,2,0,[],0,0,0,0,False,7,OK,
src/scanner/signal_pool.py,64,1,3,0,2,0,[],0,0,0,0,False,1,OK,
src/scanner/spine_adapter.py,87,1,2,0,3,0,[],0,0,0,0,False,0,OK,
src/scanner/universe.py,64,1,5,0,3,0,[],0,0,0,0,False,9,OK,
src/search/regime_weight_searcher.py,313,1,8,0,11,2,"[""function:run""]",7,1,0,0,False,0,OK,
src/strategies/__init__.py,36,0,0,0,13,0,[],0,0,0,0,False,17,OK,
src/strategies/base_strategy.py,141,1,15,0,8,1,[],2,0,0,0,True,0,OK,
src/strategies/intent_builder.py,135,1,3,0,5,0,[],0,0,0,0,False,0,OK,
src/strategies/s01_crt_wrapper.py,138,1,5,0,9,2,[],6,0,0,0,True,1,OK,
src/strategies/s02_mean_reversion.py,150,1,4,0,8,1,[],7,0,0,0,True,1,OK,
src/strategies/s03_breakout.py,157,1,4,0,8,1,[],6,0,0,0,True,1,OK,
src/strategies/s04_stat_arb.py,138,1,4,0,8,1,[],6,0,0,0,True,1,OK,
src/strategies/s05_grid.py,166,1,5,0,8,1,[],7,0,0,0,True,1,OK,
src/strategies/s06_scalping.py,155,1,5,0,9,1,[],9,0,0,0,True,1,OK,
src/strategies/s07_news_sentiment.py,156,1,4,0,8,1,[],7,0,0,0,True,1,OK,
src/strategies/s08_ml_ensemble.py,186,1,6,0,10,1,[],12,0,0,0,True,1,OK,
src/strategies/s09_pattern_recog.py,212,1,7,0,9,1,[],6,0,0,0,True,1,OK,
src/strategies/s10_trap_strategy.py,158,1,4,0,8,1,[],7,0,0,0,True,1,OK,
src/strategies/strategy_intent.py,113,2,6,0,5,0,[],0,0,0,0,False,0,OK,
src/strategies/strategy_orchestrator.py,312,2,13,0,24,1,[],4,1,0,0,True,1,OK,
src/strategies/strategy_result.py,163,1,7,0,6,0,[],0,1,0,0,True,1,OK,
src/training/evaluator.py,273,2,7,0,7,1,[],0,0,0,0,False,3,OK,
src/training/phase5_calibration.py,175,1,5,0,7,1,[],0,0,0,0,True,2,OK,
src/training/stage1_dataset_builder.py,847,3,31,0,17,1,"[""__main__"", ""function:main""]",1,7,0,0,True,1,OK,
src/training/trade_net_v2.py,331,1,12,0,13,3,[],0,0,0,0,False,1,OK,
src/training/train_pipeline.py,306,0,6,0,14,5,[],0,2,0,0,False,2,OK,
src/training/trainer.py,664,3,29,0,15,3,[],0,0,0,0,False,5,OK,
src/training/training_trigger.py,221,2,11,0,8,1,[],2,2,0,0,False,0,OK,
src/uat/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/uat/kill_switch.py,180,1,16,0,8,1,[],4,0,0,0,True,4,OK,
src/uat/monte_carlo.py,223,3,4,0,8,1,"[""function:run""]",5,0,0,0,True,1,OK,
src/uat/uat_runner.py,411,1,15,0,13,1,[],2,0,0,0,True,1,OK,
src/ui/__init__.py,0,0,0,0,0,0,[],0,0,0,0,False,17,OK,
src/utils/config_dumper.py,88,0,3,0,8,1,[],0,1,0,0,False,0,OK,
src/utils/console_safe.py,44,1,3,0,5,0,[],0,0,0,0,False,2,OK,
src/utils/engine_telemetry.py,226,3,13,0,8,0,[],0,2,0,0,False,0,OK,
src/utils/episode_summarizer.py,288,1,18,0,7,0,[],0,2,0,0,True,0,OK,
src/utils/integrity_events.py,84,1,1,0,7,0,[],0,1,0,0,False,1,OK,
src/utils/jsonl_writer.py,57,0,3,0,5,0,[],0,2,0,0,False,7,OK,
src/utils/llm_logger.py,502,9,23,0,9,0,"[""__main__""]",0,0,0,0,True,1,OK,
src/utils/log_identity.py,60,0,1,0,2,0,[],0,0,0,0,False,0,OK,
src/utils/log_index_writer.py,103,0,4,0,4,0,[],0,2,0,0,False,0,OK,
src/utils/logging_config.py,230,2,9,0,6,0,"[""__main__""]",2,0,0,0,True,0,OK,
src/utils/pattern_hasher.py,92,0,3,0,5,1,[],0,0,0,0,True,1,OK,
src/utils/registry_refresh.py,66,1,4,0,3,0,[],0,0,0,0,False,0,OK,
src/utils/sweep_trace_logger.py,286,1,11,0,7,0,[],0,2,0,0,True,0,OK,
src/utils/trade_logger.py,233,1,14,0,8,0,[],0,2,0,0,True,1,OK,
src/utils/zone_schema_migrator.py,236,1,7,0,8,0,"[""__main__""]",0,3,0,0,False,0,OK,
