date,total_opps,long,short,win_rate,avg_rr,tp_hits,sl_hits,timeouts,sweep_count,double_sweep,displacement_count,retest_avg_depth,avg_regime,avg_volatility_ratio,avg_trend_bias
2020-11-10,192,96,96,0.291,-0.093,51,124,17,28,8,36,0.3775,1.32,0.997,0.354
2020-11-11,192,96,96,0.349,0.047,67,125,0,26,4,44,0.5599,0.96,1.022,-0.042
2020-11-12,192,96,96,0.253,-0.174,44,130,18,18,0,38,0.5185,1.01,1.002,0.333
2020-11-13,136,68,68,0.309,-0.074,42,94,0,22,10,22,0.2779,1.01,1.024,0.853
2020-11-15,56,28,28,0.375,0.125,21,35,0,6,0,14,0.3332,0.29,0.945,1.0
2020-11-16,192,96,96,0.427,0.281,82,110,0,24,2,46,0.5435,0.76,1.021,0.417
2020-11-17,192,96,96,0.33,0.01,61,124,7,20,4,40,0.4754,0.75,1.019,-0.333
2020-11-18,192,96,96,0.344,0.031,66,126,0,14,4,38,0.517,0.95,1.024,-0.438
2020-11-19,192,96,96,0.323,-0.031,62,130,0,12,0,36,0.3515,0.72,1.021,0.312
2020-11-20,136,68,68,0.338,0.015,46,90,0,14,6,32,0.2247,0.82,1.015,-0.471
2020-11-22,56,28,28,0.357,0.071,20,36,0,2,0,6,0.5575,0.0,0.83,0.643
2020-11-23,192,96,96,0.377,0.166,66,109,17,18,4,36,0.4459,0.88,1.081,0.0
2020-11-24,192,96,96,0.37,0.109,71,121,0,14,0,30,0.787,0.98,1.018,0.75
2020-11-25,192,96,96,0.294,-0.047,53,127,12,20,0,42,0.347,1.12,1.006,0.583
2020-11-26,192,96,96,0.321,-0.009,60,127,5,22,10,46,0.3527,0.64,0.996,0.271
2020-11-27,136,68,68,0.356,0.078,48,87,1,24,16,32,0.3949,0.82,1.061,0.735
2020-11-29,56,28,28,0.446,0.339,25,31,0,4,0,6,0.5423,0.18,0.996,1.0
2020-11-30,40,20,20,0.35,0.05,14,26,0,4,0,0,0.1677,0.7,0.669,-0.6
2020-12-01,192,96,96,0.339,0.016,65,127,0,16,0,46,0.2403,1.09,1.081,0.896
2020-12-02,192,96,96,0.312,-0.062,60,132,0,18,0,48,0.403,1.19,1.011,0.5
2020-12-03,192,96,96,0.279,-0.11,50,129,13,30,16,36,0.3152,1.25,1.022,0.167
2020-12-04,136,68,68,0.331,-0.007,45,91,0,24,16,34,0.392,1.49,1.104,-0.118
2020-12-06,56,28,28,0.429,0.286,24,32,0,2,0,4,0.1302,0.82,0.685,-0.143
2020-12-07,192,96,96,0.401,0.203,77,115,0,12,0,44,0.4814,0.99,1.048,-0.354
2020-12-08,192,96,96,0.304,-0.077,55,126,11,24,0,44,0.3735,0.94,1.051,0.104
2020-12-09,192,96,96,0.34,0.018,65,126,1,6,0,34,0.3964,1.1,1.002,-0.188
2020-12-10,192,96,96,0.33,-0.013,63,128,1,26,12,34,0.3539,1.07,1.032,0.875
2020-12-11,136,68,68,0.296,-0.11,40,95,1,14,8,32,0.3291,1.37,1.055,-0.706
2020-12-13,56,28,28,0.464,0.393,26,30,0,8,0,2,0.3058,0.86,0.741,1.0
2020-12-14,192,96,96,0.308,-0.052,57,128,7,6,0,54,0.6724,1.02,1.053,0.333
2020-12-15,192,96,96,0.303,-0.074,54,124,14,24,12,34,0.4076,0.98,0.997,0.021
2020-12-16,192,96,96,0.401,0.203,77,115,0,32,8,48,0.4052,1.47,1.088,0.625
2020-12-17,192,96,96,0.321,-0.032,61,129,2,28,10,34,0.468,1.14,0.965,0.604
2020-12-18,136,68,68,0.36,0.081,49,87,0,24,2,28,0.4975,1.24,1.061,-0.088
2020-12-20,56,28,28,0.232,-0.304,13,43,0,0,0,10,0.0,1.68,0.892,-0.929
2020-12-21,192,96,96,0.432,0.289,82,108,2,18,8,58,0.3435,1.46,1.001,0.062
2020-12-22,192,96,96,0.3,-0.1,57,133,2,20,10,48,0.3879,1.41,1.027,-0.25
2020-12-23,192,96,96,0.316,-0.048,60,130,2,6,0,42,0.4042,1.31,1.005,0.458
2020-12-24,188,94,94,0.242,-0.276,45,141,2,20,2,36,0.4788,0.63,1.019,-0.426
2020-12-25,24,12,12,0.292,-0.125,7,17,0,6,10,10,0.488,0.17,1.342,1.0
2020-12-27,56,28,28,0.446,0.339,25,31,0,4,0,14,0.4528,1.54,0.899,0.5
2020-12-28,192,96,96,0.38,0.141,73,119,0,20,6,44,0.432,1.25,1.017,0.25
2020-12-29,192,96,96,0.38,0.141,73,119,0,28,4,50,0.4589,1.12,1.032,0.688
2020-12-30,192,96,96,0.357,0.086,66,119,7,18,8,38,0.4471,1.22,1.02,0.5
2020-12-31,136,68,68,0.301,-0.096,41,95,0,20,8,26,0.5275,1.57,1.057,-0.853
2021-01-03,56,28,28,0.25,-0.25,14,42,0,10,2,4,0.5416,1.71,0.902,0.786
2021-01-04,192,96,96,0.303,-0.075,57,131,4,24,18,42,0.3948,1.43,0.992,0.208
2021-01-05,192,96,96,0.312,-0.062,60,132,0,34,4,38,0.3511,1.47,1.063,0.438
2021-01-06,192,96,96,0.318,-0.047,61,131,0,14,6,42,0.3084,1.74,0.967,0.375
2021-01-07,192,96,96,0.307,-0.078,59,133,0,14,12,48,0.3674,1.55,1.033,-0.667
2021-01-08,136,68,68,0.272,-0.184,37,99,0,10,6,30,0.1346,1.75,1.076,-0.309
2021-01-10,56,28,28,0.321,-0.036,18,38,0,6,0,6,0.3963,1.79,0.977,-1.0
2021-01-11,192,96,96,0.323,-0.04,61,128,3,12,8,42,0.3838,1.4,0.996,-0.458
2021-01-12,192,96,96,0.349,0.047,67,125,0,24,8,34,0.5291,1.27,1.009,0.542
2021-01-13,192,96,96,0.292,-0.125,56,136,0,30,14,40,0.374,1.34,1.06,-0.573
2021-01-14,192,96,96,0.346,0.039,65,123,4,12,8,26,0.4601,1.27,0.987,-0.042
2021-01-15,136,68,68,0.321,-0.017,43,91,2,18,4,24,0.5864,1.43,1.009,-1.0
2021-01-17,56,28,28,0.214,-0.357,12,44,0,10,6,14,0.4365,0.75,1.068,-0.929
2021-01-18,192,96,96,0.333,0.0,64,128,0,22,0,24,0.3429,0.66,0.968,0.25
2021-01-19,192,96,96,0.344,0.031,66,126,0,26,0,48,0.3813,0.93,1.041,0.646
2021-01-20,192,96,96,0.384,0.166,73,117,2,16,8,38,0.5086,1.03,1.029,-0.146
2021-01-21,192,96,96,0.339,0.016,65,127,0,28,10,30,0.3923,1.08,1.015,0.812
2021-01-22,136,68,68,0.21,-0.268,26,98,12,12,6,24,0.3394,1.24,1.039,-0.059
2021-01-24,56,28,28,0.196,-0.411,11,45,0,8,8,8,0.6792,0.64,1.031,-0.143
2021-01-25,192,96,96,0.35,0.082,63,117,12,26,10,36,0.534,0.78,1.018,-0.25
2021-01-26,192,96,96,0.386,0.174,71,113,8,18,8,30,0.5917,0.92,1.003,0.25
2021-01-27,192,96,96,0.37,0.109,71,121,0,14,6,40,0.5643,1.56,1.052,-0.5
2021-01-28,192,96,96,0.277,-0.159,53,138,1,24,2,46,0.4196,1.41,1.009,0.104
2021-01-29,136,68,68,0.291,-0.064,34,83,19,18,12,22,0.4413,1.46,1.057,0.118
2021-01-31,56,28,28,0.321,-0.036,18,38,0,8,2,12,0.4037,0.89,0.875,-0.643
2021-02-01,192,96,96,0.328,-0.016,63,129,0,14,2,38,0.273,1.16,1.029,-0.562
2021-02-02,192,96,96,0.292,-0.125,56,136,0,18,6,30,0.4039,1.07,1.004,-0.146
2021-02-03,192,96,96,0.37,0.109,71,121,0,20,0,34,0.4055,0.84,1.038,-0.083
2021-02-04,192,96,96,0.298,-0.098,57,134,1,28,16,26,0.2761,0.82,0.986,-0.854
2021-02-05,136,68,68,0.316,-0.053,42,91,3,4,0,26,0.38,0.99,1.036,0.824
2021-02-07,56,28,28,0.286,-0.143,16,40,0,8,4,10,0.3469,0.68,0.955,-0.143
2021-02-08,192,96,96,0.302,-0.094,58,134,0,16,6,48,0.4772,0.86,1.046,0.417
2021-02-09,192,96,96,0.292,-0.125,56,136,0,24,18,34,0.3761,0.78,0.998,0.75
2021-02-10,192,96,96,0.29,-0.084,54,132,6,20,16,42,0.5455,0.67,1.02,-0.042
2021-02-11,192,96,96,0.335,0.003,63,125,4,12,2,34,0.2937,0.53,1.01,0.208
2021-02-12,136,68,68,0.305,-0.082,40,91,5,16,4,20,0.3508,0.76,1.041,-0.118
2021-02-14,56,28,28,0.321,-0.036,18,38,0,8,4,12,0.3623,0.0,0.976,1.0
2021-02-15,192,96,96,0.279,-0.157,53,137,2,14,0,38,0.4224,0.39,1.016,0.208
2021-02-16,192,96,96,0.323,-0.031,62,130,0,34,8,42,0.408,0.89,1.055,-0.562
2021-02-17,192,96,96,0.346,0.053,63,119,10,28,10,28,0.5308,0.76,1.003,-0.646
2021-02-18,192,96,96,0.359,0.078,69,123,0,22,6,38,0.6588,0.67,1.026,0.708
2021-02-19,136,68,68,0.346,0.037,47,89,0,6,0,28,0.4627,0.9,1.016,0.353
2021-02-21,56,28,28,0.339,0.018,19,37,0,4,0,12,0.4488,0.61,1.035,0.0
2021-02-22,192,96,96,0.38,0.141,73,119,0,8,8,34,0.4753,0.95,1.019,0.479
2021-02-23,192,96,96,0.247,-0.244,46,140,6,30,32,30,0.4655,0.96,1.031,-0.167
2021-02-24,192,96,96,0.339,0.016,65,127,0,18,8,38,0.4595,1.04,1.034,0.312
2021-02-25,192,96,96,0.37,0.109,71,121,0,10,0,42,0.3977,1.71,1.06,0.083
2021-02-26,136,68,68,0.278,-0.15,37,96,3,6,0,28,0.2181,1.79,1.011,-0.912
2021-02-28,56,28,28,0.25,-0.25,14,42,0,2,0,8,0.4197,1.07,0.899,-0.143
2021-03-01,192,96,96,0.358,0.078,68,122,2,12,2,38,0.2902,1.1,1.031,-0.562
2021-03-02,192,96,96,0.302,-0.066,54,125,13,24,4,30,0.519,1.07,0.973,0.417
2021-03-03,192,96,96,0.391,0.172,75,117,0,12,0,40,0.3017,1.28,1.068,-0.292
2021-03-04,192,96,96,0.304,-0.033,55,126,11,16,6,36,0.4521,1.4,0.992,-0.771
2021-03-05,136,68,68,0.256,-0.2,31,90,15,18,10,18,0.2692,1.46,1.081,-1.0
2021-03-07,56,28,28,0.321,-0.036,18,38,0,4,2,16,0.2652,1.0,0.961,0.214
2021-03-08,192,96,96,0.323,-0.031,62,130,0,14,0,50,0.5787,1.17,1.032,-0.771
2021-03-09,192,96,96,0.335,0.008,63,125,4,22,4,34,0.4951,1.22,0.97,0.333
2021-03-10,192,96,96,0.324,-0.011,61,127,4,18,2,38,0.515,0.9,1.031,0.583
2021-03-11,192,96,96,0.33,0.014,61,124,7,14,2,42,0.3807,1.05,1.052,0.583
2021-03-12,136,68,68,0.318,-0.04,42,90,4,4,0,24,0.5795,1.31,1.053,-0.294
2021-03-14,64,32,32,0.344,0.031,22,42,0,6,0,14,0.5407,0.81,0.995,0.375
2021-03-15,192,96,96,0.233,-0.252,42,138,12,16,6,54,0.4113,0.94,0.993,-0.385
2021-03-16,192,96,96,0.302,-0.066,54,125,13,26,20,36,0.3709,0.84,0.988,-0.521
2021-03-17,192,96,96,0.33,0.019,60,122,10,14,2,50,0.2467,1.06,1.078,0.333
2021-03-18,192,96,96,0.332,-0.011,62,125,5,20,2,28,0.3483,1.39,0.994,-0.854
2021-03-19,128,64,64,0.398,0.195,51,77,0,4,0,34,0.4036,1.08,1.003,0.156
2021-03-21,64,32,32,0.297,-0.109,19,45,0,4,0,16,0.4003,0.91,0.89,-0.5
2021-03-22,192,96,96,0.302,-0.097,57,132,3,16,18,36,0.3282,0.91,1.019,0.25
2021-03-23,192,96,96,0.417,0.25,80,112,0,10,0,34,0.7664,0.92,1.007,-1.0
2021-03-24,192,96,96,0.277,-0.16,53,138,1,30,6,38,0.4173,0.89,1.021,-0.667
2021-03-25,192,96,96,0.321,-0.04,60,127,5,12,0,38,0.56,0.94,1.001,-0.438
2021-03-26,128,64,64,0.359,0.078,46,82,0,18,18,22,0.5983,0.84,1.054,0.656
2021-03-28,48,24,24,0.375,0.125,18,30,0,10,0,6,0.1889,0.12,0.954,-0.833
2021-03-29,192,96,96,0.258,-0.163,46,132,14,22,20,30,0.4285,0.75,1.001,-0.646
2021-03-30,192,96,96,0.283,-0.086,51,129,12,18,2,30,0.4114,0.68,1.026,-0.833
2021-03-31,192,96,96,0.291,-0.105,55,134,3,10,6,30,0.515,0.8,1.024,-0.021
2021-04-01,192,96,96,0.359,0.086,65,116,11,22,4,32,0.4862,0.9,1.008,0.625
2021-04-02,136,68,68,0.27,-0.092,33,89,14,22,14,22,0.4374,0.5,1.055,-0.235
2021-04-04,56,28,28,0.286,-0.143,16,40,0,4,6,8,0.7065,0.0,0.945,0.357
2021-04-05,192,96,96,0.364,0.118,67,117,8,24,8,42,0.5376,0.47,1.046,0.271
2021-04-06,192,96,96,0.351,0.058,66,122,4,18,14,34,0.3497,0.8,1.015,0.521
2021-04-07,192,96,96,0.284,-0.129,54,136,2,14,6,46,0.4589,0.92,1.026,0.0
2021-04-08,192,96,96,0.339,0.044,64,125,3,10,0,42,0.396,0.71,1.024,0.625
2021-04-09,136,68,68,0.326,-0.022,44,91,1,8,8,28,0.436,0.93,1.028,-0.382
2021-04-11,56,28,28,0.321,-0.036,18,38,0,4,0,14,0.1416,0.64,1.06,-0.571
2021-04-12,192,96,96,0.298,-0.065,54,127,11,8,0,36,0.2891,0.51,1.016,0.062
2021-04-13,192,96,96,0.356,0.076,68,123,1,30,14,32,0.5033,0.72,1.022,0.5
2021-04-14,192,96,96,0.325,-0.019,62,129,1,22,8,26,0.5291,0.52,1.01,0.562
2021-04-15,192,96,96,0.321,-0.029,60,127,5,18,4,42,0.3981,0.81,1.031,-0.417
2021-04-16,136,68,68,0.311,-0.055,42,93,1,20,12,24,0.3793,0.81,0.982,0.412
2021-04-18,56,28,28,0.304,-0.089,17,39,0,10,8,16,0.7568,0.43,1.067,-0.929
2021-04-19,192,96,96,0.365,0.116,69,120,3,20,6,42,0.3893,0.82,1.079,0.854
2021-04-20,190,95,95,0.366,0.098,68,118,4,12,4,38,0.4655,1.06,0.979,-0.305
2021-04-21,192,96,96,0.297,-0.061,54,128,10,24,0,44,0.413,0.71,1.03,0.125
2021-04-22,192,96,96,0.332,-0.005,62,125,5,32,16,42,0.582,0.88,1.009,0.021
2021-04-23,136,68,68,0.324,-0.029,44,92,0,12,0,20,0.484,0.88,1.052,0.971
2021-04-25,56,28,28,0.268,-0.196,15,41,0,12,2,12,0.3186,0.46,1.026,1.0
2021-04-26,192,96,96,0.319,-0.043,61,130,1,20,0,40,0.5279,0.67,1.015,-0.354
2021-04-27,192,96,96,0.323,-0.031,62,130,0,18,4,24,0.3712,0.6,0.987,-0.021
2021-04-28,192,96,96,0.363,0.094,69,121,2,18,8,36,0.3741,1.0,1.084,0.167
2021-04-29,192,96,96,0.298,-0.077,54,127,11,22,10,34,0.3384,0.71,0.989,-0.188
2021-04-30,136,68,68,0.311,-0.032,37,82,17,20,0,22,0.572,1.01,1.068,-1.0
2021-05-02,56,28,28,0.268,-0.196,15,41,0,4,2,8,0.729,0.21,0.872,-0.571
2021-05-03,192,96,96,0.326,-0.004,62,128,2,16,0,50,0.2533,0.59,1.015,0.333
2021-05-04,192,96,96,0.343,0.033,59,113,20,24,6,28,0.6362,0.77,1.0,-0.458
2021-05-05,192,96,96,0.328,0.011,61,125,6,16,8,40,0.421,0.6,1.066,-0.125
2021-05-06,192,96,96,0.34,0.028,65,126,1,8,0,36,0.1588,0.62,0.986,0.875
2021-05-07,136,68,68,0.328,0.012,41,84,11,8,0,28,0.6605,1.32,1.073,0.765
2021-05-09,56,28,28,0.304,-0.089,17,39,0,16,14,18,0.4215,0.79,0.957,0.214
2021-05-10,192,96,96,0.318,-0.047,61,131,0,34,20,48,0.5694,1.07,1.048,-0.229
2021-05-11,192,96,96,0.37,0.109,71,121,0,24,8,48,0.4645,0.89,1.033,-0.042
2021-05-12,192,96,96,0.306,-0.05,52,118,22,20,14,38,0.5665,1.05,1.016,-0.438
2021-05-13,192,96,96,0.37,0.146,68,116,8,4,0,56,0.27,1.01,1.016,0.0
2021-05-14,136,68,68,0.31,-0.045,39,87,10,12,0,20,0.5744,0.91,1.012,1.0
2021-05-16,56,28,28,0.339,0.018,19,37,0,12,4,8,0.4718,0.0,1.039,0.0
2021-05-17,192,96,96,0.316,-0.014,59,128,5,14,6,40,0.5383,0.62,1.006,0.292
2021-05-18,192,96,96,0.333,0.006,63,126,3,24,10,38,0.5299,0.61,1.026,0.812
2021-05-19,192,96,96,0.362,0.098,67,118,7,16,2,42,0.5608,1.28,1.057,-0.354
2021-05-20,192,96,96,0.328,-0.016,63,129,0,24,6,34,0.3515,0.77,1.001,0.958
2021-05-21,136,68,68,0.336,0.026,44,87,5,16,0,24,0.5195,1.28,1.045,-0.618
2021-05-23,56,28,28,0.196,-0.411,11,45,0,12,2,4,0.3239,0.32,0.972,-0.214
2021-05-24,192,96,96,0.289,-0.126,55,135,2,16,16,42,0.3878,0.76,1.015,0.833
2021-05-25,192,96,96,0.284,-0.13,54,136,2,30,10,34,0.498,0.85,1.039,0.479
2021-05-26,192,96,96,0.366,0.103,70,121,1,14,0,44,0.4129,0.85,1.025,-0.812
2021-05-27,192,96,96,0.301,-0.06,55,128,9,22,0,40,0.4658,0.91,1.007,0.0
2021-05-28,136,68,68,0.354,0.071,45,82,9,4,0,38,0.5099,1.07,1.028,0.029
2021-05-30,56,28,28,0.375,0.125,21,35,0,2,0,12,0.0,0.0,0.968,0.571
2021-05-31,32,16,16,0.281,-0.156,9,23,0,2,0,2,0.0,0.88,0.718,1.0
2021-06-01,192,96,96,0.365,0.094,70,122,0,14,4,38,0.3584,0.71,1.021,0.104
2021-06-02,192,96,96,0.275,-0.121,50,132,10,22,16,38,0.3279,0.57,1.012,0.062
2021-06-03,192,96,96,0.344,0.049,62,118,12,18,2,36,0.4456,0.82,1.037,-0.958
2021-06-04,136,68,68,0.257,-0.124,28,81,27,22,6,24,0.4282,0.91,1.026,0.059
2021-06-06,56,28,28,0.393,0.179,22,34,0,4,0,10,0.9145,0.0,0.938,0.571
2021-06-07,192,96,96,0.297,-0.073,55,130,7,22,14,40,0.4906,0.53,1.044,0.156
2021-06-08,192,96,96,0.297,-0.094,54,128,10,22,8,34,0.4238,0.46,1.02,-0.312
2021-06-09,192,96,96,0.257,-0.183,48,139,5,20,6,32,0.3254,0.43,1.011,-0.062
2021-06-10,192,96,96,0.282,-0.096,49,125,18,18,14,38,0.3858,0.71,1.056,0.167
2021-06-11,136,68,68,0.326,0.001,42,87,7,12,8,32,0.3894,0.84,1.049,-0.618
2021-06-13,56,28,28,0.321,-0.036,18,38,0,8,0,8,0.5211,0.0,0.998,-0.286
2021-06-14,192,96,96,0.226,-0.258,40,137,15,14,6,38,0.4143,0.5,1.03,0.271
2021-06-15,192,96,96,0.32,-0.007,56,119,17,16,10,52,0.2641,0.52,1.015,0.25
2021-06-16,192,96,96,0.333,0.018,62,124,6,16,4,42,0.3396,1.0,1.075,-0.583
2021-06-17,192,96,96,0.321,-0.025,59,125,8,12,0,46,0.6138,1.29,1.013,-0.75
2021-06-18,136,68,68,0.36,0.128,45,80,11,12,0,28,0.3802,1.54,1.073,-0.441
2021-06-20,56,28,28,0.411,0.232,23,33,0,12,2,10,0.2785,1.0,1.077,-0.286
2021-06-21,192,96,96,0.319,-0.022,59,126,7,16,6,42,0.5098,1.05,0.975,0.479
2021-06-22,192,96,96,0.354,0.062,68,124,0,22,0,48,0.3812,1.06,0.998,-0.042
2021-06-23,192,96,96,0.317,-0.044,60,129,3,14,0,44,0.7697,0.82,1.027,-0.229
2021-06-24,192,96,96,0.258,-0.18,47,135,10,10,6,48,0.2302,0.69,1.022,-0.042
2021-06-25,136,68,68,0.348,0.055,47,88,1,14,8,28,0.241,0.79,1.055,0.353
2021-06-27,56,28,28,0.375,0.125,21,35,0,4,0,10,0.1894,0.07,0.975,-0.571
2021-06-28,192,96,96,0.256,-0.183,46,134,12,22,0,48,0.2735,0.69,1.031,-0.312
2021-06-29,192,96,96,0.291,-0.079,52,127,13,14,4,30,0.5174,0.64,1.0,-0.208
2021-06-30,192,96,96,0.331,0.006,58,117,17,24,10,36,0.2929,0.77,1.011,-0.792
2021-07-01,192,96,96,0.266,-0.134,46,127,19,20,0,38,0.4467,0.7,1.031,-0.438
2021-07-02,136,68,68,0.282,-0.118,37,94,5,10,0,36,0.4253,1.04,1.062,0.059
2021-07-04,56,28,28,0.304,-0.089,17,39,0,0,0,14,0.0,0.0,1.012,-0.286
2021-07-05,192,96,96,0.313,-0.041,56,123,13,18,4,36,0.4274,0.39,1.015,-0.062
2021-07-06,192,96,96,0.302,-0.071,52,120,20,20,0,42,0.3964,0.84,1.02,-0.562
2021-07-07,192,96,96,0.339,0.016,65,127,0,20,22,40,0.3934,0.94,1.045,-0.542
2021-07-08,192,96,96,0.347,0.04,61,115,16,28,8,34,0.3943,0.86,1.02,0.438
2021-07-09,136,68,68,0.313,-0.05,42,92,2,18,10,26,0.3222,0.76,1.012,0.529
2021-07-11,56,28,28,0.268,-0.196,15,41,0,10,6,10,0.2742,0.0,0.984,0.357
2021-07-12,192,96,96,0.369,0.124,69,118,5,16,0,38,0.1888,0.54,1.032,0.021
2021-07-13,192,96,96,0.358,0.068,68,122,2,28,12,44,0.5293,0.81,0.992,-0.792
2021-07-14,192,96,96,0.346,0.061,64,121,7,18,16,38,0.5968,0.54,1.053,0.688
2021-07-15,192,96,96,0.307,-0.069,58,131,3,24,0,40,0.4893,0.56,1.0,-0.083
2021-07-16,136,68,68,0.29,-0.14,38,93,5,18,0,24,0.2487,0.81,1.029,-0.118
2021-07-18,56,28,28,0.214,-0.357,12,44,0,6,4,14,0.164,0.0,0.966,-0.429
2021-07-19,192,96,96,0.285,-0.103,49,123,20,16,0,36,0.5967,0.76,1.045,-0.271
2021-07-20,192,96,96,0.32,-0.017,57,121,14,16,0,40,0.5265,0.85,1.006,-0.188
2021-07-21,192,96,96,0.268,-0.171,49,134,9,14,8,42,0.4002,0.61,1.032,0.25
2021-07-22,192,96,96,0.3,-0.067,54,126,12,20,0,42,0.4209,0.76,1.015,-0.125
2021-07-23,136,68,68,0.234,-0.246,30,98,8,26,8,34,0.4116,0.75,1.042,-0.206
2021-07-25,56,28,28,0.375,0.125,21,35,0,8,4,12,0.4337,0.0,1.025,0.429
2021-07-26,192,96,96,0.296,-0.071,53,126,13,10,0,42,0.4127,0.64,1.019,0.458
2021-07-27,192,96,96,0.349,0.047,67,125,0,20,6,36,0.3922,0.61,1.02,-0.104
2021-07-28,192,96,96,0.366,0.142,67,116,9,24,4,42,0.6099,0.91,1.063,0.208
2021-07-29,192,96,96,0.282,-0.147,53,135,4,30,12,32,0.4156,0.46,1.003,0.729
2021-07-30,136,68,68,0.326,-0.007,43,89,4,16,10,36,0.5548,0.91,1.065,-0.412
2021-08-01,56,28,28,0.214,-0.357,12,44,0,12,6,6,0.4593,0.0,0.878,0.786
2021-08-02,192,96,96,0.278,-0.125,50,130,12,40,20,26,0.3869,0.55,1.033,0.083
2021-08-03,188,94,94,0.285,-0.074,49,123,16,16,0,40,0.6029,0.55,1.006,0.128
2021-08-04,192,96,96,0.316,-0.004,50,108,34,18,6,36,0.38,0.59,1.029,-0.479
2021-08-05,192,96,96,0.337,0.041,63,124,5,24,16,34,0.4056,0.55,1.016,-0.292
2021-08-06,136,68,68,0.336,0.035,44,87,5,28,6,24,0.4282,0.76,1.067,-0.941
2021-08-08,56,28,28,0.357,0.071,20,36,0,0,2,4,0.0,0.29,0.942,-0.571
2021-08-09,192,96,96,0.307,-0.063,58,131,3,32,16,46,0.5203,0.46,1.022,-0.354
2021-08-10,192,96,96,0.254,-0.178,45,132,15,20,8,28,0.4044,0.41,1.021,-0.333
2021-08-11,192,96,96,0.293,-0.105,53,128,11,28,28,36,0.4104,0.51,1.042,0.167
2021-08-12,192,96,96,0.315,-0.031,58,126,8,14,10,42,0.328,0.35,0.983,-0.021
2021-08-13,136,68,68,0.333,0.066,41,82,13,14,2,22,0.6536,0.28,1.055,0.676
2021-08-15,56,28,28,0.411,0.232,23,33,0,4,0,8,0.4549,0.0,0.986,0.786
2021-08-16,192,96,96,0.278,-0.116,50,130,12,18,0,48,0.3593,0.41,1.027,-0.771
2021-08-17,192,96,96,0.36,0.085,67,119,6,16,6,44,0.5694,0.57,1.031,-0.583
2021-08-18,192,96,96,0.391,0.172,75,117,0,16,4,34,0.2799,0.88,1.032,0.021
2021-08-19,192,96,96,0.259,-0.181,48,137,7,34,12,24,0.4116,0.69,0.991,-0.208
2021-08-20,136,68,68,0.316,-0.051,43,93,0,14,2,32,0.4279,0.75,1.01,0.235
2021-08-22,54,27,27,0.37,0.111,20,34,0,2,0,14,0.0,0.0,1.037,1.0
2021-08-23,192,96,96,0.285,-0.139,53,133,6,10,0,42,0.6214,0.47,0.99,0.708
2021-08-24,192,96,96,0.342,0.03,65,125,2,14,6,40,0.4499,0.53,1.045,0.229
2021-08-25,192,96,96,0.355,0.089,66,120,6,10,0,34,0.4691,0.62,1.012,0.167
2021-08-26,192,96,96,0.286,-0.133,53,132,7,14,2,54,0.3215,0.6,1.053,-0.438
2021-08-27,136,68,68,0.248,-0.16,28,85,23,8,2,30,0.2549,0.88,1.062,0.529
2021-08-29,56,28,28,0.286,-0.143,16,40,0,12,12,6,0.3697,0.0,0.952,1.0
2021-08-30,190,95,95,0.326,0.005,60,124,6,16,6,44,0.4236,0.4,1.044,-0.053
2021-08-31,192,96,96,0.281,-0.115,47,120,25,30,12,40,0.5173,0.59,1.0,-0.208
2021-09-01,192,96,96,0.339,0.076,62,121,9,16,10,36,0.4392,0.51,1.016,0.146
2021-09-02,192,96,96,0.375,0.125,72,120,0,18,2,30,0.4033,0.39,1.026,0.792
2021-09-03,136,68,68,0.258,-0.21,32,92,12,22,24,22,0.3935,0.72,1.078,0.059
2021-09-05,56,28,28,0.375,0.125,21,35,0,4,0,10,0.4796,0.0,0.956,-0.857
2021-09-06,192,96,96,0.344,0.031,66,126,0,26,4,28,0.448,0.16,1.017,0.167
2021-09-07,192,96,96,0.298,-0.075,53,125,14,18,0,42,0.4545,0.7,1.017,-0.708
2021-09-08,192,96,96,0.314,-0.053,59,129,4,22,6,54,0.4863,0.49,1.032,-0.521
2021-09-09,192,96,96,0.285,-0.14,53,133,6,12,0,44,0.8026,0.62,1.039,0.0
2021-09-10,136,68,68,0.378,0.141,51,84,1,14,8,22,0.6859,0.68,0.996,-0.147
2021-09-12,56,28,28,0.393,0.179,22,34,0,6,0,14,0.1188,0.0,0.978,-1.0
2021-09-13,192,96,96,0.326,0.007,60,124,8,14,2,52,0.4218,0.43,1.048,0.208
2021-09-14,192,96,96,0.374,0.146,70,117,5,18,6,42,0.3536,0.58,1.018,0.167
2021-09-15,192,96,96,0.283,-0.109,51,129,12,28,24,32,0.4139,0.53,0.989,0.271
2021-09-16,192,96,96,0.321,-0.028,61,129,2,18,14,40,0.2687,0.53,1.047,-0.542
2021-09-17,136,68,68,0.305,-0.014,40,91,5,10,0,22,0.3144,0.75,1.02,0.059
2021-09-19,56,28,28,0.411,0.232,23,33,0,10,6,20,0.4277,0.0,1.01,-1.0
2021-09-20,192,96,96,0.258,-0.194,48,138,6,26,12,34,0.4293,0.43,1.013,0.25
2021-09-21,192,96,96,0.321,-0.014,59,125,8,34,4,26,0.3873,0.49,1.02,-0.125
2021-09-22,192,96,96,0.279,-0.11,51,132,9,14,12,40,0.395,0.77,1.092,0.0
2021-09-23,192,96,96,0.315,-0.025,56,122,14,18,2,36,0.3412,0.69,0.982,0.708
2021-09-24,136,68,68,0.298,-0.021,37,87,12,10,0,28,0.3679,0.62,1.042,-0.882
